Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
16/03/1962,VANQUIS BANKING GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,602.16
25/09/2020,VARIOUS EATERIES PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,24.92
30/06/2006,VAST RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,16.97
29/12/2020,VECTOR CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,18.32
20/10/2003,VELA TECHNOLOGIES PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,2.68
18/05/2017,VELOCITY COMPOSITES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,12.74
20/11/2008,VELOCYS PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,51.33
28/03/2014,VENTURE LIFE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,49.14
10/08/2017,VERDITEK PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,5.1
03/11/2020,VERICI DX PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,22.99
12/06/2013,VERSARIEN PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,6.7
27/03/2007,VERTU MOTORS PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,208.67
17/12/2012,VESUVIUS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,122.28"
02/02/2021,VH GLOBAL SUSTAINABLE ENERGY OPPORTUNITIES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,426.72
26/10/2006,VIANET GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,21.17
22/06/2021,VICTORIAN PLUMBING GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,257.91
16/12/2013,VICTORIA PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,563.55
21/12/1995,VICTREX PLC,Basic Materials,Chemicals,United Kingdom,Europe,MAIN MARKET ,No,"1,386.20"
18/12/1972,VIDENDUM PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,412.31
05/07/2016,VIETNAM ENTERPRISE INVESTMENTS LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,"1,184.70"
15/06/2006,VIETNAM HOLDING LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,74.97
30/09/2003,VINACAPITAL VIETNAM OPPORTUNITY FUND LD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,694.84
02/02/2016,VIRGIN MONEY UK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,"1,992.27"
02/03/2021,VIRGIN WINES UK PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,22.06
09/12/1997,VISTRY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"2,700.03"
11/11/2010,VK COMPANY LIMITED,Technology,Technology,British Virgin Islands,North America,MAIN MARKET ,Yes,-
26/10/1988,VODAFONE GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,"24,104.36"
20/07/1939,VOLEX PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,343.67
29/05/2015,VOLTA FINANCE LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,161.32
23/06/2014,VOLUTION GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,851.01
24/12/2002,VOLVERE PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,28.33
19/01/2015,VOX VALOR CAPITAL LIMITED,Consumer Discretionary,Media,Cayman Islands,North America,MAIN MARKET ,Yes,9.47
17/03/2015,VPC SPECIALTY LENDING INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,211.49
06/04/1973,VP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,270.64
08/10/2021,W.A.G PAYMENT SOLUTIONS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,647.58
22/08/1996,WALKER CRIPS GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,10.22
01/06/2012,WANDISCO PLC,Technology,Technology,Jersey,Europe,AIM ,No,880.27
20/09/2017,WAREHOUSE REIT PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,434.21
30/11/2016,WARPAINT LONDON PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,157.34
30/05/2019,WATCHES OF SWITZERLAND GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,"1,953.70"
30/07/2010,WATER INTELLIGENCE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,86.5
23/03/2016,WATKIN JONES PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,227.71
09/05/2000,WEBIS HOLDINGS PLC,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,AIM ,No,6.88
25/01/1946,WEIR GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"4,826.19"
14/05/2013,WEISS KOREA OPPORTUNITY FUND LTD.,Financials,Financial Services ,Guernsey,Europe,AIM ,No,121.29
02/11/2018,WENTWORTH RESOURCES PLC,Energy,Energy,Jersey,Europe,AIM ,No,54.08
21/06/2007,WESTMINSTER GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,4.21
02/10/1995,WESTMOUNT ENERGY LIMITED,Energy,Energy,Jersey,Europe,AIM ,No,3.24
30/10/1992,WETHERSPOON ( J.D.) PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,920.56
28/10/2020,WHEATON PRECIOUS METALS CORP.,Basic Materials,Basic Resources,Canada,North America,MAIN MARKET ,Yes,"17,572.57"
27/07/2000,W.H. IRELAND GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,11.84
09/07/1948,WHITBREAD PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,"6,036.15"
01/09/2006,WH SMITH PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,"1,957.13"
28/04/2021,WICKES GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,358.82
30/12/2020,WILDCAT PETROLEUM PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,24.28
06/12/1995,WILMINGTON PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,266.25
18/05/2001,WINCANTON PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,269.01
30/03/2015,WINDAR PHOTONICS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,16.41
06/12/2021,WINDWARD LTD,Industrials,Industrial Goods and Services,Israel,Middle East,AIM ,Yes,34.26
13/11/2013,"WISDOM MARINE LINES CO., LIMITED",Industrials,Industrial Goods and Services,Cayman Islands,North America,MAIN MARKET ,Yes,-
07/07/2021,WISE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,"5,572.19"
16/07/2012,WISHBONE GOLD PLC,Basic Materials,Basic Resources,Gibraltar,Europe,AIM ,Yes,6.27
27/10/1950,WITAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,"1,480.52"
