Market,Date,Month,Year,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (Â£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,Market_new,0,1,2,3
AIM,2014-12-18,2014-12-01,2014,MERC,MERCIA TECHNOLOGIES PLC,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,50.0,GBX,116.6,Cenkos Securities Plc,70.0,-,-,53.59999847412109,59.0,51.0,52.38546752929688,1735078.0,57.14778518676758,68.10111236572266,56.67155075073242,53.33793640136719,39.28910446166992,48.57561874389648,23.90682411193848,,0,1.0,0.0,0.0,0.0
AIM,2014-12-11,2014-12-01,2014,TUNE,FOCUSRITE PLC,New Company Placing,United Kingdom,3743.0,Leisure Goods,Consumer Electronics,90.85597773891591,GBX,79.27,Panmure Gordon (UK) Limited,0.0,-,-,135.0,139.0,134.0,128.6826171875,38068.0,131.98216247558594,136.2244415283203,149.89402770996094,158.47152709960938,163.2020263671875,220.0746917724609,586.4703979492188,,0,0.0,1.0,0.0,0.0
AIM,2014-12-04,2014-12-01,2014,TPOP,PEOPLES OPERATOR PLC(THE),New Company Placing,United Kingdom,6575.0,Mobile Telecommunications,Mobile Telecommunications,130.0,GBX,105.24,finnCap Ltd,20.0,-,-,0.5600000023841858,0.5600000023841858,0.4000000059604645,0.4600000083446502,29865.0,0.4600000083446502,0.3600000143051147,0.1000000014901161,0.1000000014901161,,,,,0,0.0,0.0,0.0,1.0
UK Main Market,2014-12-02,2014-12-01,2014,RMMC,RIVER AND MERCANTL UK MICRO CAP INV,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,51.4,No Advisor,50.64,-,-,136.02000427246094,136.02000427246094,136.02000427246094,136.02000427246094,0.0,104.0,104.5,107.0,105.875,121.0,125.5,156.5,,3,1.0,0.0,0.0,0.0
AIM,2014-11-14,2014-11-01,2014,MAB1,MORTGAGE ADVICE BUREAU (HLDGS) LTD,New Company Placing,United Kingdom,8779.0,General Financial,Mortgage Finance,160.0,GBX,82.58,Canaccord Genuity Ltd,36.34,-,-,165.0,167.0,160.0,117.9921875,246098.0,127.21028900146484,129.79135131835938,130.16009521484375,159.28941345214844,253.116943359375,256.9908447265625,562.9651489257812,,0,0.0,0.0,0.0,1.0
AIM,2014-11-07,2014-11-01,2014,FEVR,FEVERTREE DRINKS PLC,New Company Placing,United Kingdom,3537.0,Beverages,Soft Drinks,134.0,GBX,190.15,Investec Bank (UK) Limited,93.33,-,-,170.0,174.5,162.0,150.5110626220703,12379450.0,151.42327880859375,165.1060791015625,187.91079711914065,252.71131896972656,484.8046875,994.8518676757812,1666.6993408203125,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-10-28,2014-10-01,2014,EPIC,EDISTON PPTY INV CO PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,96.9,No Advisor,95.0,-,-,100.0,100.0,100.0,60.137393951416016,0.0,61.34014892578125,61.34014892578125,61.94154357910156,66.11022186279297,68.74758911132812,68.56068420410156,66.26605987548828,,3,1.0,0.0,0.0,0.0
AIM,2014-10-23,2014-10-01,2014,C4XD,C4X DISCOVERY HLDG PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,100.0,GBX,32.07,Zeus Capital Limited,11.0,-,-,103.0730972290039,103.72509765625,101.74939727783205,102.24330139160156,69247.0,98.78579711914062,97.7979965209961,79.52259826660156,80.26349639892578,66.6803970336914,115.57939910888672,36.56460189819336,,0,1.0,0.0,0.0,0.0
AIM,2014-10-10,2014-10-01,2014,GAMA,GAMMA COMMUNICATIONS LTD,New Company Placing,United Kingdom,6575.0,Mobile Telecommunications,Mobile Telecommunications,187.0,GBX,181.07,Investec Bank PLC,82.59,-,-,195.0,212.0,195.0,186.33087158203125,443785.0,192.693359375,195.0792999267578,218.5979156494141,249.04705810546875,360.7361450195313,449.2551574707031,1115.2098388671875,,0,1.0,0.0,0.0,0.0
AIM,2014-07-24,2014-07-01,2014,EPWN,EPWIN GROUP PLC,New Company Placing,United Kingdom,2353.0,Construction & Materials,Building Materials & Fixtures,100.0,GBX,131.29,Zeus Capital Limited,10.0,-,-,105.0,105.0,96.0,66.64697265625,2752423.0,71.10152435302734,73.67146301269531,70.84010314941406,60.42244338989258,99.750244140625,75.86862182617188,66.53732299804688,,0,1.0,0.0,0.0,0.0
AIM,2014-07-02,2014-07-01,2014,GINV,GLOBAL INVACOM GROUP LTD,New Company Placing,Singapore,9578.0,Technology Hardware & Equipment,Telecommunications Equipment,19.75,GBX,58.25,finnCap Ltd,8.81,-,-,20.0,21.0,19.5,20.039695739746094,99937.0,20.039695739746094,21.618581771850582,18.217905044555664,20.039695739746094,17.0,7.5,7.0,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-06-12,2014-06-01,2014,FAIR,FAIR OAKS INCOME FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1.0,GBX,67.87,No Advisor,67.19,-,-,1.0,1.0125000476837158,1.0,0.5057584047317505,36682.0,0.510765790939331,0.5082622170448303,0.5132695436477661,0.5232847332954407,0.510765790939331,0.4375561475753784,0.5490431189537048,,3,1.0,0.0,0.0,0.0
AIM,2014-05-23,2014-05-01,2014,SHOE,SHOE ZONE PLC,New Company Placing,United Kingdom,5371.0,General Retailers,Apparel Retailers,160.0,GBX,84.5,Numis Securities Limited,36.0,-,-,169.5,169.75,169.0,117.97222137451172,22830.0,117.97222137451172,123.20769500732422,132.9805450439453,156.714599609375,136.28199768066406,156.5465850830078,188.29644775390625,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-05-20,2014-05-01,2014,CARD,CARD FACTORY PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,225.0,GBX,684.8,No Advisor,90.0,-,-,220.0,225.0,199.0,146.16156005859375,28301347.0,145.07081604003906,153.43328857421875,150.5246124267578,171.61257934570312,255.3342742919922,283.0902099609375,179.6839141845703,,3,0.0,0.0,0.0,1.0
AIM,2014-05-19,2014-05-01,2014,CAKE,PATISSERIE HOLDINGS PLC,New Company Placing,United Kingdom,5757.0,Travel & Leisure,Restaurants & Bars,170.0,GBX,194,Canaccord Genuity Ltd,32.75,-,-,4.380000114440918,4.380000114440918,4.309999942779541,3.018038034439087,331595.0,3.2477846145629883,4.820000171661377,4.25,4.295000076293945,,,,,0,1.0,0.0,0.0,0.0
AIM,2014-05-02,2014-05-01,2014,SSTY,SAFESTAY PLC,New Company Placing,United Kingdom,5753.0,Travel & Leisure,Hotels,50.0,GBX,7.6,Westhouse Securities Limited,4.8,-,-,49.78630065917969,59.743499755859375,49.78630065917969,57.013973236083984,193174.0,59.98863983154297,59.74078369140625,59.98863983154297,50.56893157958984,69.90415954589844,61.73500061035156,32.0,,0,1.0,0.0,0.0,0.0
AIM,2014-04-29,2014-04-01,2014,RDT,ROSSLYN DATA TECHNOLOGIES PLC,New Company Placing,United Kingdom,9537.0,Software & Computer Services,Software,33.0,GBX,25.54,Cenkos Securities Limited,10.0,-,-,35.5,37.900001525878906,33.0,33.875,603823.0,34.0,31.5,27.0,20.5,13.375,11.25,7.150000095367432,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-04-25,2014-04-01,2014,NESF,NEXTENERGY SOLAR FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,86.46,No Advisor,85.6,-,-,101.25,101.5,100.0,59.19156646728516,2086350.0,59.26485061645508,59.92416763305664,60.143924713134766,61.46255493164063,62.65521240234375,62.54988098144531,92.01971435546876,,3,1.0,0.0,0.0,0.0
AIM,2014-04-16,2014-04-01,2014,EYE,EAGLE EYE SOLUTIONS LTD,New Company Placing,United Kingdom,9535.0,Software & Computer Services,Internet,164.0,GBX,36.24,Panmure Gordon (UK) Limited,6.0,-,-,180.0,185.0,175.0,180.0,404113.0,185.0,175.0,160.0,166.5,212.5,201.0,151.0,,0,1.0,0.0,0.0,0.0
International Main Market,2014-04-14,2014-04-01,2014,SEPL,SEPLAT PETROLEUM DEVT CO PLC,New Company Placing,Nigeria,533.0,Oil & Gas Producers,Exploration & Production,210.0,GBX,1210.84,No Advisor,300.9,-,-,204.5,217.75,202.5,86.13883209228516,2248553.0,92.8430404663086,98.68382263183594,101.47725677490234,91.42093658447266,58.88304138183594,48.87178421020508,62.488319396972656,,1,1.0,0.0,0.0,0.0
AIM,2014-04-14,2014-04-01,2014,HAYD,HAYDALE GRAPHENE INDUSTRIES PLC,New Company Placing,United Kingdom,1357.0,Chemicals,Specialty Chemicals,210.0,GBX,21.6,Cairn Financial Advisers LLP,6.6,-,-,61.28279876708984,62.37229919433594,50.66049957275391,52.294700622558594,1227980.0,45.34930038452149,33.63740158081055,34.999298095703125,20.291400909423828,39.08480072021485,47.11970138549805,1.950000047683716,,0,1.0,0.0,0.0,0.0
International Main Market,2014-04-04,2014-04-01,2014,COPL,CANADIAN OVERSEAS PETROLEUM LTD,New Company Placing,Canada,533.0,Oil & Gas Producers,Exploration & Production,13.5,GBX,69.07,No Advisor,2.4,-,-,1700.0,1700.0,1642.0,1800.0,1278.0,1600.0,1525.0,1300.0,900.0,425.0,387.5,12.0,,1,1.0,0.0,0.0,0.0
AIM,2014-04-04,2014-04-01,2014,TEK,TEKCAPITAL PLC,New Company Placing,United Kingdom,9533.0,Software & Computer Services,Computer Services,25.0,GBX,5.85,Northland Capital Partners Lim,2.0,-,-,26.5,28.0,25.0,26.0,470980.0,25.0,25.5,23.0,19.25,22.0,48.0,6.375,,0,0.0,0.0,0.0,1.0
AIM,2014-03-28,2014-03-01,2014,SCHO,SCHOLIUM GROUP PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,100.0,GBX,13.13,W.H. Ireland Limited,8.0,-,-,103.5,110.0,94.75,97.63679504394533,634099.0,98.12743377685548,88.31468963623047,84.38959503173828,83.45098114013672,46.5,35.0,42.5,,0,0.0,0.0,0.0,1.0
AIM,2014-03-28,2014-03-01,2014,VLG,VENTURE LIFE GROUP PLC,New Company Placing,United Kingdom,3577.0,Food Producers,Food Products,109.0,GBX,26.08,Charles Stanley Securities,5.4,-,-,112.34410095214844,113.84210205078124,104.85449981689452,107.0397720336914,40369.0,104.55039978027344,109.03117370605467,100.60520935058594,86.65984344482422,88.154052734375,60.29107284545898,43.439701080322266,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-03-26,2014-03-01,2014,CREI,CUSTODIAN REIT PLC,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,137.93,No Advisor,55.0,-,-,105.5,105.5,105.0,64.06614685058594,166002.0,64.83248901367188,64.90914154052734,69.27726745605469,66.99456787109375,69.3100814819336,71.93003845214844,90.24504852294922,,3,0.0,0.0,0.0,1.0
AIM,2014-03-25,2014-03-01,2014,XSG,XEROS TECHNOLOGY GROUP PLC,New Company Placing,United Kingdom,2757.0,Industrial Engineering,Industrial Machinery,123.0,GBX,101.24,Jefferies International Limite,27.58,-,-,9933.755859375,9933.755859375,8252.6591796875,8405.4853515625,22688.0,6877.2158203125,7182.86962890625,5673.703125,7985.21142578125,14518.56640625,16027.7333984375,979.5142211914062,,0,1.0,0.0,0.0,0.0
AIM,2014-03-21,2014-03-01,2014,XLM,XLMEDIA PLC,New Company Placing,United Kingdom,5555.0,Media,Media Agencies,49.0,GBX,126.06,Cenkos Securities Plc,41.82,-,-,64.0,71.625,57.0,43.55717849731445,5869581.0,41.428443908691406,44.62154769897461,39.63918685913086,41.707305908203125,46.50233840942383,53.3079833984375,50.16783905029297,,0,1.0,0.0,0.0,0.0
AIM,2014-03-20,2014-03-01,2014,MSMN,MOSMAN OIL & GAS LTD,New Company Placing,Australia,533.0,Oil & Gas Producers,Exploration & Production,8.0,GBX,5.22,ZAI Corporate Finance Limited,1.5,-,-,9.0,9.0,8.0,8.5,436238.0,8.125,7.75,34.75,22.0,7.625,0.7749999761581421,0.3000000119209289,,0,0.0,0.0,0.0,1.0
AIM,2014-03-19,2014-03-01,2014,DAL,DALATA HOTEL GROUP PLC,New Company Placing,Republic of Ireland,5753.0,Travel & Leisure,Hotels,209.0,GBX,281.06,Davy Corporate Finance,221.54,-,-,225.0,238.0,209.23800659179688,217.5298309326172,1103859.0,218.1199951171875,227.32635498046875,220.9527130126953,231.33938598632807,243.1424102783203,316.3211975097656,474.2440185546875,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-03-19,2014-03-01,2014,GMS,GULF MARINE SERVICES PLC,New Company Placing,United Kingdom,573.0,"Oil Equipment, Services & Distribution",Oil Equipment & Services,135.0,GBX,536.98,No Advisor,165.69,-,-,89.34919738769531,91.00389862060548,85.5436019897461,80.95785522460938,36223529.0,98.3949203491211,90.29914093017578,99.4848175048828,95.9039077758789,69.7739486694336,45.65974426269531,9.596699714660645,,3,1.0,0.0,0.0,0.0
UK Main Market,2014-03-17,2014-03-01,2014,PETS,PETS AT HOME GROUP PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,245.0,GBX,1190,No Advisor,464.18,-,-,245.0,267.4639892578125,225.25,172.56117248535156,122135951.0,177.63644409179688,157.8789520263672,156.61013793945312,126.30316162109376,174.18580627441406,198.4824981689453,127.21044921875,,3,0.0,0.0,0.0,1.0
AIM,2014-03-14,2014-03-01,2014,BOO,BOOHOO.COM PLC,New Company Placing,United Kingdom,5371.0,General Retailers,Apparel Retailers,50.0,GBX,784.15,Zeus Capital Limited,300.0,-,-,85.0,85.13600158691406,70.0,70.0,170377373.0,60.25,49.5,46.0,42.25,27.0,40.25,177.0,,0,1.0,0.0,0.0,0.0
UK Main Market,2014-03-10,2014-03-01,2014,SMIF,TWENTYFOUR SELECT MONTHLY INC FD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,105.05,No Advisor,102.74,-,-,100.0,102.81999969482422,100.0,54.5781478881836,7078090.0,55.11191177368164,55.24536895751953,55.64566802978516,55.50941467285156,55.87569427490234,52.44887924194336,67.60924530029297,,3,,,,
UK Main Market,2014-03-03,2014-03-01,2014,AO,AO WORLD PLC,New Company Placing,United Kingdom,5379.0,General Retailers,Specialty Retailers,285.0,GBX,1486.32,No Advisor,60.0,-,-,237.0,238.0,235.0,235.0,415993.0,223.75,248.0,196.0,180.1999969482422,172.5,175.8000030517578,103.8000030517578,,3,,,,
UK Main Market,2014-02-28,2014-02-01,2014,0JQI,KENNEDY WILSON EUROPE REAL EST PLC,New Company Placing,United Kingdom,8633.0, Real Estate Investment & Services, Real Estate Holding & Development,1000.0,GBX,973.7,No Advisor,840.0,-,-,17.649999618530273,17.649999618530273,17.649999618530273,17.4572696685791,0.0,17.358362197875977,16.962730407714844,18.850000381469727,18.989999771118164,21.239999771118164,17.280000686645508,17.607999801635742,,3,,,,
AIM,2014-02-04,2014-02-01,2014,HUR,HURRICANE ENERGY PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,43.0,GBX,235.38,Cenkos Securities Plc,18.0,-,-,36.198001861572266,36.43659973144531,34.93920135498047,35.313499450683594,558610.0,31.694799423217773,26.82830047607422,26.45389938354492,39.43130111694336,16.72089958190918,11.105600357055664,46.58000183105469,,0,,,,
AIM,2013-12-30,2013-12-01,2013,KOD,KODAL MINERALS PLC,New Company Placing,United Kingdom,1775.0,Mining,General Mining,0.7,GBX,5.19,Allenby Capital Limited,1.0,-,-,0.7699999809265137,0.7699999809265137,0.7099999785423279,0.7749999761581421,803835.0,2.200000047683716,1.0750000476837158,0.675000011920929,0.4399999976158142,0.2649999856948852,0.0549999997019767,0.1299999952316284,,0,,,,
AIM,2013-12-18,2013-12-01,2013,BMK,BENCHMARK HLDGS PLC,New Company Placing,United Kingdom,4573.0,Pharmaceuticals & Biotechnology,Biotechnology,64.0,GBX,100.95,Cenkos Securities Plc,45.11,-,-,72.877197265625,75.87220001220703,63.89239883422852,73.87550354003906,1134886.0,106.3208999633789,135.27220153808594,99.83180236816406,87.85199737548828,102.32759857177734,88.85030364990234,58.4015998840332,,0,,,,
AIM,2013-12-11,2013-12-01,2013,SFE,SAFESTYLE UK PLC,New Company Placing,United Kingdom,5375.0,General Retailers,Home Improvement Retailers,100.0,GBX,107.33,Zeus Capital Limited,70.0,-,-,138.25,138.9250030517578,134.5,96.73249816894533,3253402.0,96.1905746459961,105.49351501464844,119.04147338867188,150.2921142578125,133.2750244140625,193.59619140625,83.16313934326172,,0,,,,
SFM,2013-12-09,2013-12-01,2013,BBOX,TRITAX BIG BOX REIT PLC,New Company Placing,United Kingdom,8675.0, Real Estate Investment Trusts, Specialty REITs,100.0,GBX,200.1,No Advisor,200.0,-,-,101.0,103.0,100.0,67.37125396728516,13054269.0,68.3718032836914,68.45518493652344,69.70587158203125,71.7070083618164,73.13388061523438,90.28755950927734,109.44611358642578,,2,,,,
AIM,2013-11-07,2013-11-01,2013,EMAN,EVERYMAN MEDIA GROUP PLC,New Company Placing,United Kingdom,5755.0,Travel & Leisure,Recreational Services,83.0,GBX,35.2,Cenkos Securities Plc,8.1,-,-,89.5,99.71299743652344,83.0,97.0,512787.0,88.0,85.5,89.5,87.5,88.0,95.5,209.0,,0,,,,
UK Main Market,2013-10-29,2013-10-01,2013,RSE,RIVERSTONE ENERGY LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,1000.0,GBX,686.17,No Advisor,710.32,-,-,1000.0,1000.0,940.0,949.0,1182939.0,970.0,956.0,912.5,892.0,847.0,874.0,1264.0,,3,,,,
UK Main Market,2013-10-29,2013-10-01,2013,FSFL,FORESIGHT SOLAR FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,150,No Advisor,150.0,-,-,102.0,102.0,100.0,58.62245559692383,3446370.0,58.329349517822266,57.59655380249024,56.42410659790039,57.45002365112305,62.9246826171875,64.66728210449219,83.75314331054688,,3,,,,
AIM,2013-10-16,2013-10-01,2013,KMK,KROMEK GROUP PLC,New Company Placing,United Kingdom,1755.0,Industrial Metals,Nonferrous Metals,51.0,GBX,64.3,Panmure Gordon (UK) Limited,15.0,-,-,55.60649871826172,59.578399658203125,52.62760162353516,59.3302001953125,552181.0,58.58549880981445,68.0186996459961,77.70020294189453,45.180301666259766,43.690799713134766,35.00230026245117,25.56909942626953,,0,,,,
AIM,2013-09-30,2013-09-01,2013,IOG,Independent Oil & Gas plc,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,23.7931,GBX,0,Charles Stanley Securities,2.0,-,-,24.100400924682617,24.100400924682617,23.0442008972168,23.0442008972168,23056.0,24.0044002532959,30.245500564575195,22.804100036621094,29.765399932861328,19.6835994720459,6.361100196838379,30.485599517822266,,0,,,,
UK Main Market,2013-09-25,2013-09-01,2013,FOXT,FOXTONS GROUP PLC,New Company Placing,United Kingdom,8637.0, Real Estate Investment & Services, Real Estate Services,230.0,GBX,753.41,No Advisor,389.73,-,-,274.5,286.0,230.0,235.61099243164065,91401169.0,235.61099243164065,268.2611694335937,262.0841064453125,340.6210632324219,208.20176696777344,223.6653594970703,54.052337646484375,,3,,,,
AIM,2013-09-16,2013-09-01,2013,NSCI,NetScientific plc,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,160.0,GBX,59.24,Liberum Capital Limited,30.0,-,-,1675.0,1690.0,1600.0,1650.0,56382.0,1590.0,1600.0,1345.0,1280.0,1605.0,1635.0,310.0,,0,,,,
AIM,2013-09-02,2013-09-01,2013,CNIC,CENTRALNIC GROUP PLC,New Company Placing,United Kingdom,9535.0,Software & Computer Services,Internet,55.0,GBX,38.7,Zeus Capital Limited,7.0,-,-,60.0,67.0,55.0,65.5,8198030.0,68.5,80.5,106.5,82.0,66.0,59.0,50.5,,0,,,,
AIM,2013-08-09,2013-08-01,2013,SIS,SCIENCE IN SPORT LTD,New Company Placing,United Kingdom,3577.0,Food Producers,Food Products,60.5,GBX,11.73,Cenkos Securities Plc,2.25,-,-,57.5,67.0,55.0,60.5,496667.0,64.0,84.5,65.5,58.5,69.0,68.5,71.19999694824219,,0,,,,
AIM,2013-07-30,2013-07-01,2013,UJO,UNION JACK OIL PLC,New Company Placing,United Kingdom,533.0,Oil & Gas Producers,Exploration & Production,0.25,GBX,2.79,Shore Capital Stockbrokers Lim,0.8,-,-,70.0,82.0,56.0,65.37576293945312,61083.0,54.642425537109375,54.642425537109375,49.76363754272461,59.52121353149414,61.47272872924805,40.98181915283203,19.124849319458008,,0,,,,
UK Main Market,2013-07-29,2013-07-01,2013,TRIG,RENEWABLES INFRASTRUCTURE GRP(THE),New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,300.75,No Advisor,300.0,-,-,101.0,101.25,100.0,59.27683639526367,2194658.0,60.38550567626953,61.05071640014648,60.31160354614258,59.72031021118164,64.67745208740234,65.84956359863281,85.72756958007812,,3,,,,
AIM,2013-07-25,2013-07-01,2013,GWI,GLOBALWORTH REAL ESTATE INVMTS LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,436.7449886,GBX,129.41,Panmure Gordon & Co,46.81,-,-,5.25,5.25,5.25,3.5944321155548096,0.0,3.5944321155548096,5.0322041511535645,3.8511769771575928,3.680013656616211,3.936758756637573,4.193503856658936,6.8758721351623535,,0,,,,
AIM,2013-07-24,2013-07-01,2013,PLUS,PLUS500 LTD,New Company Placing,Israel,8777.0,General Financial,Investment Services,115.0,GBX,137.87,Liberum Capital Limited,49.67,-,-,124.5,126.0,115.0,49.31183242797852,5095486.0,49.31183242797852,54.03755569458008,80.09693145751953,142.06900024414062,187.0914306640625,184.6896209716797,1119.55908203125,,0,,,,
AIM,2013-07-15,2013-07-01,2013,FDEV,FRONTIER DEVELOPMENTS PLC,New Company Placing,United Kingdom,3747.0,Leisure Goods,Toys,127.0,GBX,47.96,Canaccord Genuity Ltd,4.03,-,-,133.0,161.0,133.0,154.5,27477.0,161.0,141.5,123.5,149.5,254.5,206.5,1360.0,,0,,,,
UK Main Market,2013-07-12,2013-07-01,2013,BSIF,BLUEFIELD SOLAR INCOME FUND LTD,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,134.2,No Advisor,130.29,-,-,103.0,103.5,100.0,60.9077033996582,1268419.0,60.46419143676758,59.72502517700195,60.61203384399414,59.42938232421875,62.707763671875,67.99968719482422,91.9601058959961,,3,,,,
AIM,2013-07-12,2013-07-01,2013,KWS,KEYWORDS STUDIOS PLC,New Company Placing,United Kingdom,2791.0,Support Services,Business Support Services,123.0,GBX,58.65,Numis Securities Limited,27.99,-,-,145.0,148.0,140.0,142.89419555664062,85611.0,142.89419555664062,173.6188507080078,103.71542358398438,110.5645523071289,155.73602294921875,166.7241973876953,1779.2989501953125,,0,,,,
SFM,2013-07-02,2013-07-01,2013,DNA3,DORIC NIMROD AIR THREE LTD,New Company Placing,United Kingdom,2777.0,Industrial Transportation,Transportation Services,100.0,GBX,0,No Advisor,211.0,-,-,100.0,100.0,100.0,32.798641204833984,0.0,35.01255416870117,35.586524963378906,35.75052261352539,36.01215744018555,35.886478424072266,38.78673553466797,46.29770660400391,,2,,,,
UK Main Market,2013-07-01,2013-07-01,2013,PCFT,POLAR CAPITAL GLOBAL FINANCIALS TR,New Company Placing,United Kingdom,8985.0,Equity Investment Instruments,Equity Investment Instruments,100.0,GBX,162.14,No Advisor,183.6,-,-,103.0,104.125,100.0,81.0439224243164,5948351.0,81.0439224243164,83.39019012451172,79.57750701904297,81.53273010253906,81.95414733886719,86.93106079101562,116.65032196044922,,3,,,,
