Market,Date,Month,Year,LSE IPO,TIDM,Company,Issue type,Country of Inc.,FTSE Industry,FTSE Sector, FTSE Subsector ,Issue Price,Currency, Market Cap - Opening Price (£m) ,Nominated Advisor (AIM only),Money Raised - New (),Money Raised - Existing (),TOTAL RAISED (),Initial Trading Open,Initial Trading High,Initial Trading Low,Adj Close Day 1,Volume Initial Trading Day,Adj Close Day 7,Adj Close Day 30,Adj Close Day 90,Adj Close Day 180,Adj Close Day 365,Adj Close Day 730,Adj Close Day 1825,Adj Close Day 3650,notes
UK Main Market,2000-09-19,2000-09-01,2000,IPO,,PROJECT TELECOM,New Company Placing,United Kingdom,678.0,Telecommunication Services,Wireless Telecommunications Services,70.0,,152.3,,35.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-09-14,2000-09-01,2000,IPO,,HENDERSON EUROPEAN MICRO TRUST,New Company Placing,United Kingdom,854.0,Investment Companies,European Investment Trusts,100.0,,85.65,,85.65,-,-,,,,,,,,,,,,,,
AIM,2000-09-14,2000-09-01,2000,IPO,,MEDIA SQUARE,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,2.01,,1.06,-,-,,,,,,,,,,,,,,
AIM,2000-09-13,2000-09-01,2000,IPO,,SPORTS RESOURCE GROUP,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,3.75,,2.88,-,-,,,,,,,,,,,,,,
AIM,2000-09-05,2000-09-01,2000,IPO,,WEB SHARESHOP HLDGS,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,30.0,,5.9,,3.0,-,-,,,,,,,,,,,,,,
AIM,2000-09-04,2000-09-01,2000,IPO,,NETWINDFALL,New Company Placing,United Kingdom,833.0,Insurance,Insurance Brokers,2.0,,11.9,,2.31,-,-,,,,,,,,,,,,,,
AIM,2000-09-04,2000-09-01,2000,IPO,,MEDICAL HOUSE(THE),New Company Placing,United Kingdom,446.0,Health,Medical Equipment & Supplies,50.0,,23.7,,1.13,-,-,,,,,,,,,,,,,,
AIM,2000-09-01,2000-09-01,2000,IPO,,AUIRON ENERGY,New Company Placing,Australia,48.0,Mining,Other Mineral Extractors & Mines,25.0,,60.86,,6.54,-,-,,,,,,,,,,,,,,
AIM,2000-08-30,2000-08-01,2000,IPO,,STILO INTERNATIONAL,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,50.0,,21,,9.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-25,2000-08-01,2000,IPO,,BIKENET,New Company Placing,United Kingdom,525.0,General Retailers,Retailers - e-commerce,133.0,,14.97,,3.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-24,2000-08-01,2000,IPO,,FRAMLINGTON HEALTH & INCOME FUND,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,72,,72.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-24,2000-08-01,2000,IPO,,MEDIA ZEROS,New Company Placing,United Kingdom,8775.0,General Financial,Specialty Finance,100.0,, -   ,,12.1,-,-,,,,,,,,,,,,,,
AIM,2000-08-21,2000-08-01,2000,IPO,,BIOFOCUS,New Company Placing,United Kingdom,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,290.0,,22.21,,5.9,-,-,,,,,,,,,,,,,,
AIM,2000-08-21,2000-08-01,2000,IPO,,IDN GROUP,New Company Placing,United Kingdom,673.0,Telecommunication Services,Fixed-Line Telecommunication Services,5.0,,13.83,,3.1,-,-,,,,,,,,,,,,,,
AIM,2000-08-17,2000-08-01,2000,IPO,,SOFTWARE FOR SPORT,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,10.0,,9,,3.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-15,2000-08-01,2000,IPO,,PO NA NA GROUP,New Company Placing,United Kingdom,560.0,"Restaurants, Pubs & Breweries","Restaurants, Pubs & Breweries",162.0,,43.4,,7.79,-,-,,,,,,,,,,,,,,
International Main Market,2000-08-14,2000-08-01,2000,IPO,,MERRILL LYNCH JAPAN ENCHANCED PERFM,New Company Placing,Republic of Ireland,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,30,,30.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-14,2000-08-01,2000,IPO,,INTERCLUBNET,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,125.0,,30.04,,5.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-11,2000-08-01,2000,IPO,,CLOSE FINSBURY EUROTECH TRUST,New Company Placing,United Kingdom,854.0,Investment Companies,European Investment Trusts,100.0,,32.04,,32.04,-,-,,,,,,,,,,,,,,
AIM,2000-08-11,2000-08-01,2000,IPO,,CHANNEL HEALTH,New Company Placing,United Kingdom,543.0,Media & Entertainment,Subscription Entertainment Networks,57.0,,20.4,,5.7,-,-,,,,,,,,,,,,,,
AIM,2000-08-11,2000-08-01,2000,IPO,,BV GROUP,New Company Placing,United Kingdom,545.0,Media & Entertainment,Media Agencies,50.0,,9.8,,2.3,-,-,,,,,,,,,,,,,,
AIM,2000-08-10,2000-08-01,2000,IPO,,AXIOMLAB,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,5.0,,14.51,,6.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-10,2000-08-01,2000,IPO,,WAP INTEGRATORS,New Company Placing,United Kingdom,532.0,Leisure & Hotels,Gambling,10.0,,15,,3.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-09,2000-08-01,2000,IPO,,IQ-LUDORUM,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,75.0,,59.97,,14.97,-,-,,,,,,,,,,,,,,
AIM,2000-08-08,2000-08-01,2000,IPO,,POPTONES GROUP,New Company Placing,United Kingdom,535.0,Leisure & Hotels,Home Entertainment,2.0,,11.44,,2.2,-,-,,,,,,,,,,,,,,
AIM,2000-08-07,2000-08-01,2000,IPO,,BUYERS GUIDE,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,29.0,,25.3,,5.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-04,2000-08-01,2000,IPO,,POTENTIAL FINANCE GROUP,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,125.0,,13.09,,6.6,-,-,,,,,,,,,,,,,,
AIM,2000-08-04,2000-08-01,2000,IPO,,CMS WEBVIEW,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,10.0,,5.5,,2.75,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-03,2000-08-01,2000,IPO,,TELEWORK GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,145.0,,261.67,,78.72,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-02,2000-08-01,2000,IPO,,ITOUCH,International Offering (GDR),United Kingdom,547.0,Media & Entertainment,Publishing & Printing,70.0,,205.49,,49.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-08-02,2000-08-01,2000,IPO,,INDIGO VISION GROUP,New Company Placing,United Kingdom,972.0,Software & Computer Services,Computer Services,190.0,,130.14,,36.1,-,-,,,,,,,,,,,,,,
AIM,2000-08-02,2000-08-01,2000,IPO,,KERYX BIOPHARMACEUTICALS,New Company Placing,USA,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,662.0,,124.61,,30.45,-,-,,,,,,,,,,,,,,
AIM,2000-08-02,2000-08-01,2000,IPO,,FOREVER BROADCASTING,New Company Placing,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",155.0,,26.92,,15.0,-,-,,,,,,,,,,,,,,
AIM,2000-08-02,2000-08-01,2000,IPO,,THE MARKET AGE,New Company Placing,United Kingdom,525.0,General Retailers,Retailers - e-commerce,106.0,,18.4,,5.22,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-31,2000-07-01,2000,IPO,,DIMENSION DATA HLDGS PLC,International Offering (GDR),United Kingdom,972.0,Software & Computer Services,Computer Services,520.0,,6009.06,,834.78,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-31,2000-07-01,2000,IPO,,BFS ASIAN ASSETS TRUST,New Company Placing,United Kingdom,899.0,Investment Companies Other,Split Capital Investment Trusts,85.0,,85,,85.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-07-31,2000-07-01,2000,IPO,,APTECH,International Offering (GDR),India,972.0,Software & Computer Services,Computer Services,7.175,,57.07,,49.62,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-31,2000-07-01,2000,IPO,,PHARMAGENE,International Offering (GDR),United Kingdom,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,285.0,,141.96,,40.71,-,-,,,,,,,,,,,,,,
AIM,2000-07-27,2000-07-01,2000,IPO,,OASIS HEALTHCARE,New Company Placing,United Kingdom,443.0,Health,Health Maintenance Organisations,25.0,,11.08,,6.0,-,-,,,,,,,,,,,,,,
AIM,2000-07-27,2000-07-01,2000,IPO,,OVERNET DATA,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,115.0,,11.86,,3.5,-,-,,,,,,,,,,,,,,
AIM,2000-07-27,2000-07-01,2000,IPO,,W.H.IRELAND GROUP,New Company Placing,United Kingdom,875.0,Speciality & Other Finance,Investment Banks,115.0,,16.05,,2.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-26,2000-07-01,2000,IPO,,HEALTH CLINIC(THE),New Company Placing,United Kingdom,443.0,Health,Health Maintenance Organisations,130.0,,64.85,,49.13,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-26,2000-07-01,2000,IPO,,TELECOM PLUS,New Company Placing,United Kingdom,673.0,Telecommunication Services,Fixed-Line Telecommunication Services,200.0,,106.72,,5.54,-,-,,,,,,,,,,,,,,
AIM,2000-07-26,2000-07-01,2000,IPO,,CLARITY COMMERCE SOLUTIONS,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,125.0,,11.81,,2.75,-,-,,,,,,,,,,,,,,
AIM,2000-07-25,2000-07-01,2000,IPO,,EMPIRE INTERACTIVE,New Company Placing,United Kingdom,535.0,Leisure & Hotels,Home Entertainment,60.0,,35.06,,5.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-24,2000-07-01,2000,IPO,,ADVANCE VALUE REALISATION CO,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,15.56,,51.85,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-21,2000-07-01,2000,IPO,,CARPHONE WAREHOUSE GROUP,International Offering (GDR),United Kingdom,526.0,General Retailers,Retailers - Hardlines,200.0,,1686.28,,327.75,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-20,2000-07-01,2000,IPO,,ALTERIAN,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,200.0,,78.35,,37.5,-,-,,,,,,,,,,,,,,
International Main Market,2000-07-20,2000-07-01,2000,IPO,,PREMIER PACIFIC INCOME FUND,New Company Placing,Republic of Ireland,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,25,,25.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-07-19,2000-07-01,2000,IPO,,ORASCOM TELECOM HLDGS S.A.E.,International Offering (GDR),Egypt,673.0,Telecommunication Services,Fixed-Line Telecommunication Services,8.0,,243.48,,243.48,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-19,2000-07-01,2000,IPO,,GLOBAL OPPORTUNITIES TRUST(THE),New Company Placing,United Kingdom,899.0,Investment Companies Other,Split Capital Investment Trusts,10.0,,88.9,,88.9,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-19,2000-07-01,2000,IPO,,ISOFT GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,110.0,,123.27,,39.28,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-19,2000-07-01,2000,IPO,,IG GROUP,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,240.0,,125.61,,24.48,-,-,,,,,,,,,,,,,,
AIM,2000-07-19,2000-07-01,2000,IPO,,KINGSBRIDGE HLDGS,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,14,,6.51,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-18,2000-07-01,2000,IPO,,GRANADA MEDIA,New Company Placing,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",515.0,,7725,,1545.0,-,-,,,,,,,,,,,,,,
AIM,2000-07-18,2000-07-01,2000,IPO,,TRANXENOGEN INC,New Company Placing,USA,480.0,Pharmaceuticals & Biotechnology,Pharmaceuticals,200.0,,60.02,,12.5,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-14,2000-07-01,2000,IPO,,PROGRESSIVE GEARED INCOME TRUST,New Company Placing,United Kingdom,851.0,Investment Companies,International Investment Trusts,100.0,,45,,45.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-13,2000-07-01,2000,IPO,,ROBERT WALTERS,New Company Placing,United Kingdom,583.0,Support Services,"Education, Business Training & Employment Agencies",170.0,,139.91,,118.15,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-13,2000-07-01,2000,IPO,,CLAIMS DIRECT,New Company Placing,United Kingdom,834.0,Insurance,Insurance - Non-Life,180.0,,337.62,,107.88,-,-,,,,,,,,,,,,,,
AIM,2000-07-12,2000-07-01,2000,IPO,,COMPASS SOFTWARE GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,150.0,,16.01,,4.03,-,-,,,,,,,,,,,,,,
International Main Market,2000-07-11,2000-07-01,2000,IPO,,TURBO GENSET INC,New Company Placing,Canada,267.0,Engineering & Machinery,Engineering - General,1300.0,,555.33,,53.59,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-11,2000-07-01,2000,IPO,,MATRIX E-VENTURES FUND,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,8.56,,8.56,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-07,2000-07-01,2000,IPO,,BUSINESS SYSTEMS GRP HLDGS,New Company Placing,United Kingdom,972.0,Software & Computer Services,Computer Services,119.0,,96.35,,25.55,-,-,,,,,,,,,,,,,,
AIM,2000-07-07,2000-07-01,2000,IPO,,RASMALLAI.COM,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,20.0,,3.95,,0.85,-,-,,,,,,,,,,,,,,
AIM,2000-07-06,2000-07-01,2000,IPO,,ZYTRONIC,New Company Placing,United Kingdom,267.0,Engineering & Machinery,Engineering - General,110.0,,15.53,,6.64,-,-,,,,,,,,,,,,,,
AIM,2000-07-06,2000-07-01,2000,IPO,,GENUS,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,180.0,,58.34,,2.75,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-05,2000-07-01,2000,IPO,,IFX POWER,New Company Placing,United Kingdom,253.0,Electronic & Electrical Equipment,Electronic Equipment,555.0,,117.31,,40.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-04,2000-07-01,2000,IPO,,HL INCOME & GROWTH TRUST,New Company Placing,United Kingdom,852.0,Investment Companies,UK Investment Trusts,100.0,,40,,40.0,-,-,,,,,,,,,,,,,,
AIM,2000-07-04,2000-07-01,2000,IPO,,ZIPCOM,New Company Placing,United Kingdom,678.0,Telecommunication Services,Wireless Telecommunications Services,19.0,,28.93,,14.0,-,-,,,,,,,,,,,,,,
AIM,2000-07-04,2000-07-01,2000,IPO,,CORVUS CAPITAL INC,New Company Placing,British Virgin Islands,859.0,Investment Companies,Investment Companies - Not approved under s.842,25.0,,3.57,,3.3,-,-,,,,,,,,,,,,,,
AIM,2000-07-04,2000-07-01,2000,IPO,,BIDTIMES,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,25.0,,1.28,,1.03,-,-,,,,,,,,,,,,,,
UK Main Market,2000-07-03,2000-07-01,2000,IPO,,ZEN RESEARCH,International Offering (GDR),United Kingdom,932.0,Information Technology Hardware,Computer Hardware,150.0,,267.94,,95.17,-,-,,,,,,,,,,,,,,
AIM,2000-07-03,2000-07-01,2000,IPO,,UBC MEDIA GROUP,New Company Placing,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",25.0,,30.16,,5.0,-,-,,,,,,,,,,,,,,
AIM,2000-07-03,2000-07-01,2000,IPO,,MURCHISON UNITED NL,New Company Placing,Australia,48.0,Mining,Other Mineral Extractors & Mines,30.0,,22.61,,4.5,-,-,,,,,,,,,,,,,,
AIM,2000-07-03,2000-07-01,2000,IPO,,BIZSPACE,New Company Placing,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,70.0,,9.99,,3.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-30,2000-06-01,2000,IPO,,ETECHNOLOGY VCT,New Company Placing,United Kingdom,895.0,Investment Companies Other,Venture Capital Trusts,100.0,,13.34,,13.34,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-29,2000-06-01,2000,IPO,,PROPERTY ACQUISITION & MGMNT SECS,New Company Placing,United Kingdom,859.0,Investment Companies,Investment Companies - Not approved under s.842,100.0,,57.29,,78.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-28,2000-06-01,2000,IPO,,ORCHESTREAM HLDGS,International Offering (GDR),United Kingdom,977.0,Software & Computer Services,Software,185.0,,225.84,,77.74,-,-,,,,,,,,,,,,,,
AIM,2000-06-26,2000-06-01,2000,IPO,,METTONI GROUP,New Company Placing,United Kingdom,972.0,Software & Computer Services,Computer Services,100.0,,10.35,,3.48,-,-,,,,,,,,,,,,,,
AIM,2000-06-26,2000-06-01,2000,IPO,,TOLMOUNT,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,25.0,,1.3,,1.18,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-22,2000-06-01,2000,IPO,,TELECITY,International Offering (GDR),United Kingdom,974.0,Software & Computer Services,Internet,775.0,,548.66,,124.0,-,-,,,,,,,,,,,,,,
AIM,2000-06-20,2000-06-01,2000,IPO,,ONLINE TRAVEL CORP,New Company Placing,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,60.0,,41.1,,6.52,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-19,2000-06-01,2000,IPO,,EGG,International Offering (GDR),United Kingdom,810.0,Banks,Banks,160.0,,1310.32,,235.86,-,-,,,,,,,,,,,,,,
International Main Market,2000-06-16,2000-06-01,2000,IPO,,AB LIETUVOS TELEKOMAS,International Offering (GDR),Lithuania,678.0,Telecommunication Services,Wireless Telecommunications Services,7.875,,111.32,,111.32,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-16,2000-06-01,2000,IPO,,INTEC TELECOM SYSTEMS,International Offering (GDR),United Kingdom,977.0,Software & Computer Services,Software,205.0,,304.43,,50.37,-,-,,,,,,,,,,,,,,
AIM,2000-06-15,2000-06-01,2000,IPO,,HARROGATE GROUP,New Company Placing,United Kingdom,859.0,Investment Companies,Investment Companies - Not approved under s.842,2.0,,1.86,,1.2,-,-,,,,,,,,,,,,,,
AIM,2000-06-14,2000-06-01,2000,IPO,,BASEPOINT,New Company Placing,United Kingdom,862.0,Real Estate,Real Estate Holding & Development,123.0,,8.04,,1.79,-,-,,,,,,,,,,,,,,
AIM,2000-06-13,2000-06-01,2000,IPO,,GIARDINO GROUP,New Company Placing,United Kingdom,560.0,"Restaurants, Pubs & Breweries","Restaurants, Pubs & Breweries",125.0,,25.5,,7.0,-,-,,,,,,,,,,,,,,
AIM,2000-06-12,2000-06-01,2000,IPO,,BRAINDOCK.COM INC,New Company Placing,USA,972.0,Software & Computer Services,Computer Services,10.0,,16.16,,2.69,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-09,2000-06-01,2000,IPO,,EDINBURGH PACIFIC & INCOME TRUST,New Company Placing,United Kingdom,894.0,Investment Companies Other,Off-Shore Investment Trusts,100.0,,32.87,,32.87,-,-,,,,,,,,,,,,,,
AIM,2000-06-08,2000-06-01,2000,IPO,,NON-LEAGUE MEDIA,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,24.0,,10.78,,2.5,-,-,,,,,,,,,,,,,,
International Main Market,2000-06-05,2000-06-01,2000,IPO,,TATA TEA,International Offering (GDR),India,418.0,Beverages,Soft Drinks,9.87,,50.94,,50.94,-,-,,,,,,,,,,,,,,
AIM,2000-06-05,2000-06-01,2000,IPO,,PROSTCARE,New Company Placing,United Kingdom,444.0,Health,Hospital Management & Long Term Care,60.0,,5.64,,0.36,-,-,,,,,,,,,,,,,,
UK Main Market,2000-06-02,2000-06-01,2000,IPO,,INNOVATION GROUP(THE),New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,229.0,,241.42,,55.09,-,-,,,,,,,,,,,,,,
AIM,2000-06-02,2000-06-01,2000,IPO,,BSOFTB,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,100.0,,36.41,,10.0,-,-,,,,,,,,,,,,,,
AIM,2000-06-01,2000-06-01,2000,IPO,,WEALTH MANAGEMENT SOFTWARE,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,130.0,,54.56,,15.3,-,-,,,,,,,,,,,,,,
AIM,2000-05-31,2000-05-01,2000,IPO,,CLIPSERVER.COM,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,70.0,,16.97,,5.25,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-30,2000-05-01,2000,IPO,,KNOWLEDGE MANAGEMENT SOFTWARE,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,130.0,,134.87,,26.9,-,-,,,,,,,,,,,,,,
AIM,2000-05-30,2000-05-01,2000,IPO,,NEWSPLAYER GROUP,New Company Placing,United Kingdom,525.0,General Retailers,Retailers - e-commerce,84.0,,55.28,,13.5,-,-,,,,,,,,,,,,,,
AIM,2000-05-30,2000-05-01,2000,IPO,,WEATHERLY INTERNATIONAL,New Company Placing,United Kingdom,875.0,Speciality & Other Finance,Investment Banks,8.0,,14.79,,5.79,-,-,,,,,,,,,,,,,,
AIM,2000-05-30,2000-05-01,2000,IPO,,CONROY DIAMONDS & GOLD,New Company Placing,Republic of Ireland,43.0,Mining,Gold Mining,25.0,,3.55,,1.0,-,-,,,,,,,,,,,,,,
International Main Market,2000-05-26,2000-05-01,2000,IPO,,PARTHUS TECHNOLOGIES,New Company Placing,Republic of Ireland,936.0,Information Technology Hardware,Semiconductors,85.0,,454.86,,110.5,-,-,,,,,,,,,,,,,,
International Main Market,2000-05-26,2000-05-01,2000,IPO,,VESTEL ELECTRONIK SANAYI VE TICARET,International Offering (GDR),Turkey,345.0,Household Goods & Textiles,Household Appliances & Housewares,13.7,,94.64,,94.64,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-26,2000-05-01,2000,IPO,,ACTINIC,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,81.0,,99.61,,25.0,-,-,,,,,,,,,,,,,,
AIM,2000-05-26,2000-05-01,2000,IPO,,ONLINE SPORTS & LEISURE,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,25.0,,2.28,,1.63,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-25,2000-05-01,2000,IPO,,WIRELESS GROUP(THE),New Company Placing,United Kingdom,542.0,Media & Entertainment,"Television, Radio and Filmed Entertainment",190.0,,133.93,,40.63,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-25,2000-05-01,2000,IPO,,QUILTER GLOBAL ENHANCED INC TRUST,New Company Placing,United Kingdom,851.0,Investment Companies,International Investment Trusts,100.0,,21.84,,40.04,-,-,,,,,,,,,,,,,,
AIM,2000-05-25,2000-05-01,2000,IPO,,E-COMSPORT GROUP,New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,75.0,,22.3,,7.77,-,-,,,,,,,,,,,,,,
AIM,2000-05-25,2000-05-01,2000,IPO,,AERO INVENTORY,New Company Placing,United Kingdom,591.0,Transport,Airlines & Airports,123.0,,8.62,,3.8,-,-,,,,,,,,,,,,,,
AIM,2000-05-24,2000-05-01,2000,IPO,,MEANFIDDLER.COM,New Company Placing,United Kingdom,538.0,Leisure & Hotels,Leisure Facilities,7.0,,15,,2.8,-,-,,,,,,,,,,,,,,
AIM,2000-05-22,2000-05-01,2000,IPO,,INVENTIVE LEISURE,New Company Placing,United Kingdom,560.0,"Restaurants, Pubs & Breweries","Restaurants, Pubs & Breweries",95.0,,19.33,,6.86,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-19,2000-05-01,2000,IPO,,IQE,New Company Placing,United Kingdom,936.0,Information Technology Hardware,Semiconductors,57.0,,531.85,,50.63,-,-,,,,,,,,,,,,,,
AIM,2000-05-19,2000-05-01,2000,IPO,,STREETNAMES,New Company Placing,United Kingdom,974.0,Software & Computer Services,Internet,10.0,,15,,3.18,-,-,,,,,,,,,,,,,,
AIM,2000-05-19,2000-05-01,2000,IPO,,E-QUISITOR,New Company Placing,United Kingdom,879.0,Speciality & Other Finance,Other Financial,100.0,,3.5,,3.0,-,-,,,,,,,,,,,,,,
AIM,2000-05-19,2000-05-01,2000,IPO,,JAB HLDGS,New Company Placing,United Kingdom,859.0,Investment Companies,Investment Companies - Not approved under s.842,5.0,,10,,2.24,-,-,,,,,,,,,,,,,,
AIM,2000-05-19,2000-05-01,2000,IPO,,VIKING INTERNET,New Company Placing,United Kingdom,857.0,Investment Companies,Venture & Development Capital,4.0,,5.2,,2.0,-,-,,,,,,,,,,,,,,
UK Main Market,2000-05-18,2000-05-01,2000,IPO,,STATPRO GROUP,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,80.0,,21.6,,2.1,-,-,,,,,,,,,,,,,,
AIM,2000-05-16,2000-05-01,2000,IPO,,ONECLICKHR,New Company Placing,United Kingdom,977.0,Software & Computer Services,Software,40.0,,20.04,,6.2,-,-,,,,,,,,,,,,,,
AIM,2000-05-16,2000-05-01,2000,IPO,,I FEEL GOOD(HLDGS),New Company Placing,United Kingdom,547.0,Media & Entertainment,Publishing & Printing,32.0,,10.11,,3.62,-,-,,,,,,,,,,,,,,
AIM,2000-05-10,2000-05-01,2000,IPO,,CTRLP.COM,New Company Placing,United Kingdom,581.0,Support Services,Business Support Services,60.0,,23.68,,8.7,-,-,,,,,,,,,,,,,,
AIM,2000-05-09,2000-05-01,2000,IPO,,BETINTERNET.COM,New Company Placing,United Kingdom,532.0,Leisure & Hotels,Gambling,45.0,,35.18,,3.0,-,-,,,,,,,,,,,,,,
